Date,Open,High,Low,Close,Adj Close,Volume
2012-06-21,78.489998,78.599998,77.019997,77.099998,58.597198,3709400
2012-06-22,77.269997,77.940002,76.790001,77.709999,59.060810,3830200
2012-06-25,77.040001,77.129997,76.099998,76.440002,58.095589,2557400
2012-06-26,76.430000,76.720001,75.620003,76.360001,58.034790,2309900
2012-06-27,76.300003,76.930000,76.300003,76.790001,58.361588,1942600
2012-06-28,76.559998,77.279999,75.879997,77.110001,58.604809,2512300
2012-06-29,77.419998,78.760002,77.279999,78.760002,59.858841,4822400
2012-07-02,78.230003,78.779999,77.610001,78.690002,59.805622,3584100
2012-07-03,78.510002,79.730003,78.180000,79.470001,60.398438,2817400
2012-07-05,79.300003,80.209999,78.989998,79.910004,60.732849,3660800
2012-07-06,79.419998,79.879997,78.930000,79.370003,60.322433,3014400
2012-07-09,79.279999,79.570000,78.919998,79.199997,60.193245,2357600
2012-07-10,79.639999,79.669998,78.160004,78.580002,59.722023,3230600
2012-07-11,78.669998,79.110001,78.320000,78.879997,59.950024,3768800
2012-07-12,78.599998,79.099998,77.879997,78.589996,59.729618,3637000
2012-07-13,78.500000,79.739998,78.500000,79.440002,60.375637,3462400
2012-07-16,79.620003,79.620003,78.949997,79.169998,60.170433,2634100
2012-07-17,79.440002,79.500000,78.360001,79.330002,60.292030,2981500
2012-07-18,79.010002,80.529999,79.000000,80.209999,60.960854,3722000
2012-07-19,80.099998,80.400002,79.669998,79.970001,60.778450,3199200
2012-07-20,79.800003,79.800003,78.339996,78.449997,59.623226,4664000
2012-07-23,77.820000,78.150002,76.389999,77.949997,59.243237,4214400
2012-07-24,75.239998,76.750000,73.510002,74.339996,56.499561,12643000
2012-07-25,74.269997,74.949997,73.769997,74.269997,56.446354,4243700
2012-07-26,75.220001,75.709999,74.529999,74.870003,56.902378,4626400
2012-07-27,75.230003,76.459999,75.099998,76.000000,57.761177,3446900
2012-07-30,75.930000,76.360001,75.589996,76.230003,57.935997,2770100
2012-07-31,76.089996,76.239998,75.540001,75.610001,57.464787,2815200
2012-08-01,75.809998,76.000000,74.779999,75.150002,57.115166,3493000
2012-08-02,74.940002,75.300003,74.070000,75.000000,57.001175,3111800
2012-08-03,75.830002,76.500000,75.690002,75.760002,57.578777,2844400
2012-08-06,75.989998,76.400002,75.589996,75.620003,57.472389,2104600
2012-08-07,76.029999,76.250000,75.790001,76.089996,57.829578,2156600
2012-08-08,76.000000,76.110001,75.570000,75.779999,57.593983,2261400
2012-08-09,75.680000,76.139999,75.320000,76.029999,57.784004,2868400
2012-08-10,75.959999,76.349998,75.610001,76.300003,57.989193,2222600
2012-08-13,76.000000,76.169998,75.639999,76.150002,57.875179,1624000
2012-08-14,76.449997,76.529999,75.989998,76.180000,57.897991,2197300
2012-08-15,76.139999,76.809998,75.989998,76.580002,58.202011,2349200
2012-08-16,76.169998,76.690002,76.040001,76.370003,58.477642,2153200
2012-08-17,76.690002,76.690002,76.330002,76.489998,58.569546,1746300
2012-08-20,76.400002,76.720001,76.220001,76.440002,58.531239,2186100
2012-08-21,76.430000,76.879997,75.830002,75.900002,58.117771,2732700
2012-08-22,75.989998,76.459999,75.709999,76.139999,58.301521,2142500
2012-08-23,75.980003,76.269997,75.269997,75.680000,57.949306,2312100
2012-08-24,75.529999,75.870003,75.279999,75.720001,57.979939,2253000
2012-08-27,75.779999,75.949997,75.129997,75.260002,57.627712,1893300
2012-08-28,75.070000,75.190002,74.500000,74.589996,57.114685,2954300
2012-08-29,74.639999,74.720001,74.230003,74.300003,56.892624,2829800
2012-08-30,73.970001,74.160004,73.739998,73.820000,56.525078,2587000
2012-08-31,74.070000,74.349998,73.570000,73.809998,56.517441,2717800
2012-09-04,73.570000,73.919998,73.300003,73.699997,56.433189,4513400
2012-09-05,72.500000,72.769997,71.790001,71.940002,55.085545,10182200
2012-09-06,72.139999,73.059998,71.620003,71.940002,55.085545,8389000
2012-09-07,72.010002,72.610001,71.879997,72.599998,55.590927,4799000
2012-09-10,72.239998,73.309998,72.239998,73.050003,55.935474,4762600
2012-09-11,72.930000,73.769997,72.589996,73.540001,56.310680,3914900
2012-09-12,73.830002,73.930000,72.919998,73.639999,56.387241,3917800
2012-09-13,73.370003,75.250000,73.099998,74.730003,57.221897,4915600
2012-09-14,74.599998,74.639999,73.550003,73.680000,56.417870,6255200
2012-09-17,73.510002,74.500000,73.440002,74.230003,56.839031,4361200
2012-09-18,73.870003,74.269997,73.320000,73.510002,56.287701,3774600
2012-09-19,74.120003,74.870003,73.400002,74.269997,56.869633,4477700
2012-09-20,73.790001,74.099998,72.360001,72.610001,55.598572,8127000
2012-09-21,72.330002,72.940002,71.180000,71.879997,55.039589,29326400
2012-09-24,71.779999,72.330002,71.500000,72.029999,55.154442,5919700
2012-09-25,72.250000,73.529999,72.029999,72.070000,55.185059,7047400
2012-09-26,72.099998,72.260002,71.690002,71.779999,54.963032,3928100
2012-09-27,71.919998,72.239998,71.580002,72.019997,55.146790,2651100
2012-09-28,71.870003,71.889999,71.250000,71.570000,54.802235,3350900
2012-10-01,72.089996,72.910004,71.709999,72.010002,55.139145,3788900
2012-10-02,72.269997,72.500000,71.690002,72.019997,55.146790,2791300
2012-10-03,72.269997,73.459999,72.029999,73.389999,56.195812,5109300
2012-10-04,73.080002,73.639999,72.820000,72.970001,55.874237,3868100
2012-10-05,73.309998,73.879997,72.980003,73.099998,55.973759,3964000
2012-10-08,73.070000,73.879997,72.750000,73.760002,56.479145,2949500
2012-10-09,73.879997,74.000000,72.919998,73.019997,55.912491,2328800
2012-10-10,73.830002,73.879997,72.239998,72.260002,55.330578,4014900
2012-10-11,72.910004,73.080002,72.260002,72.300003,55.361187,3006700
2012-10-12,72.570000,72.849998,71.980003,72.110001,55.215698,2335800
2012-10-15,72.199997,72.820000,72.150002,72.589996,55.583256,2407000
2012-10-16,72.419998,73.389999,72.300003,73.110001,55.981422,2755500
2012-10-17,73.320000,73.440002,72.919998,73.290001,56.119251,2913500
2012-10-18,73.309998,73.879997,73.110001,73.610001,56.364281,3003900
2012-10-19,73.029999,73.459999,71.910004,72.300003,55.361187,5469900
2012-10-22,72.040001,72.129997,71.019997,71.559998,54.794537,6481900
2012-10-23,73.209999,74.139999,72.760002,73.730003,56.456169,8209600
2012-10-24,73.970001,74.059998,72.989998,73.120003,55.989098,3894200
2012-10-25,73.410004,73.440002,72.879997,73.199997,56.050335,3080100
2012-10-26,73.389999,73.570000,72.750000,73.019997,55.912491,3044500
2012-10-31,73.449997,74.099998,73.000000,73.250000,56.088631,3002000
2012-11-01,73.379997,74.120003,73.050003,73.900002,56.586361,3674900
2012-11-02,74.230003,74.500000,73.389999,73.480003,56.264736,3158800
2012-11-05,73.550003,73.620003,73.230003,73.449997,56.241760,3312700
2012-11-06,73.669998,74.180000,73.199997,73.570000,56.333641,3832500
2012-11-07,73.820000,73.820000,72.300003,73.000000,55.897205,3866200
2012-11-08,72.559998,73.400002,72.500000,72.589996,55.583256,3695100
2012-11-09,72.260002,72.870003,71.940002,72.250000,55.322922,3607300
2012-11-12,72.239998,72.629997,71.870003,72.300003,55.361187,1835300
2012-11-13,71.900002,72.690002,71.820000,71.860001,55.024284,2194100
2012-11-14,71.830002,72.150002,70.070000,70.300003,53.829773,4037100
2012-11-15,70.000000,70.389999,69.559998,70.330002,54.292957,4172200
2012-11-16,70.839996,70.839996,69.720001,70.019997,54.053616,4610300
2012-11-19,70.699997,71.440002,70.330002,71.440002,55.149826,4126100
2012-11-20,71.269997,71.480003,70.910004,71.339996,55.072643,3226400
2012-11-21,71.459999,71.690002,71.230003,71.400002,55.118961,2157100
2012-11-23,71.519997,72.080002,71.379997,71.980003,55.566715,1594600
2012-11-26,71.830002,72.610001,71.830002,72.580002,56.029881,3433900
2012-11-27,72.669998,72.849998,72.110001,72.160004,55.705654,2355900
2012-11-28,72.019997,72.739998,71.760002,72.709999,56.130249,2523200
2012-11-29,73.000000,73.830002,72.970001,73.559998,56.786419,4449100
2012-11-30,73.449997,73.500000,72.690002,73.110001,56.439034,3520000
2012-12-03,73.500000,73.500000,72.199997,72.269997,55.790573,2703800
2012-12-04,72.269997,73.370003,71.959999,73.040001,56.385006,3832800
2012-12-05,73.150002,73.680000,72.690002,73.500000,56.740112,3216100
2012-12-06,73.750000,73.830002,72.639999,72.930000,56.300072,4269300
2012-12-07,73.089996,73.480003,72.750000,73.169998,56.485367,4098100
2012-12-10,73.120003,73.949997,73.089996,73.680000,56.879047,3018600
2012-12-11,73.730003,74.260002,73.339996,73.760002,56.940830,3021900
2012-12-12,73.870003,74.050003,73.330002,73.430000,56.686069,2749500
2012-12-13,73.500000,73.839996,73.019997,73.349998,56.624310,2753300
2012-12-14,73.239998,73.559998,72.720001,72.849998,56.238308,2874800
2012-12-17,73.150002,73.400002,72.959999,73.360001,56.632027,2950300
2012-12-18,73.309998,75.059998,73.000000,75.050003,57.936672,6385800
2012-12-19,75.320000,76.199997,75.110001,75.610001,58.368977,6184000
2012-12-20,75.400002,75.559998,74.639999,75.129997,57.998425,3631700
2012-12-21,74.599998,75.050003,74.279999,74.839996,57.774544,5567400
2012-12-24,74.739998,74.930000,74.389999,74.639999,57.620163,1451400
2012-12-26,74.650002,74.839996,74.050003,74.260002,57.326813,1917000
2012-12-27,74.160004,74.309998,73.199997,73.910004,57.056610,3355100
2012-12-28,73.550003,73.949997,72.809998,72.830002,56.222885,2599500
2012-12-31,72.800003,73.830002,72.580002,73.730003,56.917660,4700000
2013-01-02,75.089996,76.309998,75.019997,76.309998,58.909351,4810800
2013-01-03,76.250000,76.519997,75.980003,76.379997,58.963375,4528900
2013-01-04,76.510002,76.959999,76.410004,76.570000,59.110081,2632000
2013-01-07,76.449997,76.699997,76.220001,76.349998,58.940239,2955900
2013-01-08,76.160004,76.430000,75.809998,76.139999,58.778111,2653300
2013-01-09,76.300003,77.099998,76.250000,77.000000,59.441998,3123900
2013-01-10,77.160004,78.220001,77.000000,78.199997,60.368362,4761000
2013-01-11,78.360001,78.430000,77.769997,77.919998,60.152225,2323800
2013-01-14,78.660004,79.820000,78.540001,79.239998,61.171227,7255400
2013-01-15,78.739998,79.400002,78.580002,79.330002,61.240700,3562200
2013-01-16,79.050003,79.709999,79.000000,79.660004,61.495453,3018700
2013-01-17,79.809998,80.050003,79.599998,79.790001,61.595833,3076500
2013-01-18,79.949997,80.309998,79.309998,80.250000,61.950932,5850000
2013-01-22,79.949997,80.690002,79.900002,80.680000,62.282879,3310000
2013-01-23,80.360001,80.879997,80.220001,80.339996,62.020412,3029500
2013-01-24,80.959999,82.489998,80.800003,82.139999,63.409954,6434300
2013-01-25,82.389999,82.760002,81.839996,82.449997,63.649284,4211300
2013-01-28,82.620003,82.750000,81.860001,82.510002,63.695583,3083800
2013-01-29,82.419998,82.500000,82.040001,82.209999,63.463997,4021600
2013-01-30,81.940002,82.169998,81.199997,81.230003,62.707466,3877000
2013-01-31,79.750000,80.830002,79.250000,79.290001,61.209831,9502800
2013-02-01,79.199997,80.000000,79.000000,79.970001,61.734787,5220500
2013-02-04,79.610001,80.250000,79.510002,79.910004,61.688454,4074200
2013-02-05,80.239998,80.959999,80.040001,80.800003,62.375526,3394100
2013-02-06,80.419998,80.959999,80.279999,80.910004,62.460442,3733500
2013-02-07,80.860001,81.809998,80.669998,81.800003,63.147491,4602400
2013-02-08,81.750000,82.459999,81.660004,82.379997,63.595222,3805400
2013-02-11,82.110001,82.730003,82.110001,82.690002,63.834564,3063900
2013-02-12,83.070000,83.080002,82.230003,82.309998,63.541199,3941800
2013-02-13,82.440002,82.690002,82.389999,82.500000,63.687859,2926400
2013-02-14,82.190002,82.830002,81.889999,82.690002,63.834564,3761400
2013-02-15,83.139999,84.110001,82.790001,83.480003,64.444412,4983000
2013-02-19,83.500000,84.870003,83.480003,84.760002,65.432533,5442400
2013-02-20,84.639999,84.690002,83.809998,83.809998,64.699158,4456000
2013-02-21,82.870003,83.139999,82.269997,82.610001,64.248093,5027400
2013-02-22,82.989998,83.190002,82.669998,82.940002,64.504730,2394500
2013-02-25,83.279999,83.669998,81.940002,81.940002,63.727016,3996800
2013-02-26,82.330002,82.510002,81.510002,81.940002,63.727016,3806400
2013-02-27,81.839996,83.089996,81.779999,82.830002,64.419182,4015400
2013-02-28,82.989998,83.199997,82.650002,82.650002,64.279175,3744700
2013-03-01,82.550003,82.989998,82.279999,82.870003,64.450294,2722800
2013-03-04,82.849998,82.949997,82.400002,82.930000,64.496964,2737600
2013-03-05,83.230003,84.459999,83.120003,84.070000,65.383553,3581100
2013-03-06,84.519997,84.739998,84.209999,84.430000,65.663559,3221500
2013-03-07,84.440002,84.650002,83.980003,84.300003,65.562416,2404600
2013-03-08,84.699997,84.750000,84.239998,84.440002,65.671303,2225800
2013-03-11,84.330002,84.949997,84.330002,84.680000,65.857986,2793400
2013-03-12,84.800003,84.949997,84.120003,84.529999,65.741333,2503500
2013-03-13,84.529999,85.320000,84.480003,85.180000,66.246849,2885700
2013-03-14,85.220001,85.699997,85.180000,85.629997,66.596825,3410800
2013-03-15,85.150002,85.660004,84.980003,85.470001,66.472374,5015600
2013-03-18,84.809998,85.620003,84.589996,85.430000,66.441277,3374300
2013-03-19,85.559998,85.849998,84.820000,85.080002,66.169075,3640300
2013-03-20,84.169998,84.959999,83.830002,84.029999,65.352440,5285400
2013-03-21,83.790001,84.150002,82.669998,83.000000,64.551399,5824100
2013-03-22,83.300003,84.860001,83.269997,84.760002,65.920212,4667000
2013-03-25,84.980003,85.029999,84.110001,84.610001,65.803551,4080300
2013-03-26,84.849998,85.080002,84.519997,85.040001,66.137985,3184600
2013-03-27,84.839996,85.540001,84.650002,85.430000,66.441277,2611500
2013-03-28,85.160004,85.930000,85.010002,85.900002,66.806824,3498300
2013-04-01,85.809998,85.949997,84.330002,84.470001,65.694641,2959800
2013-04-02,83.839996,84.349998,83.650002,83.919998,65.266891,4133000
2013-04-03,84.010002,84.080002,83.110001,83.330002,64.808037,4010900
2013-04-04,83.459999,83.860001,83.269997,83.669998,65.072472,2730700
2013-04-05,82.809998,83.639999,82.330002,83.540001,64.971367,3031000
2013-04-08,83.550003,83.699997,82.849998,83.230003,64.730286,3057900
2013-04-09,83.500000,83.820000,82.970001,83.550003,64.979149,3164600
2013-04-10,83.730003,84.820000,83.669998,84.559998,65.764664,3446100
2013-04-11,84.660004,84.779999,84.169998,84.320000,65.577972,3788200
2013-04-12,84.150002,84.379997,83.879997,84.139999,65.437981,2491500
2013-04-15,83.970001,84.089996,82.370003,82.410004,64.092552,3678000
2013-04-16,82.870003,83.230003,82.500000,83.220001,64.722496,2365500
2013-04-17,82.889999,83.000000,82.089996,82.519997,64.178078,3113900
2013-04-18,83.050003,83.190002,81.949997,82.370003,64.061432,4188900
2013-04-19,82.680000,83.430000,82.410004,82.989998,64.543640,3115200
2013-04-22,83.010002,83.430000,82.239998,83.260002,64.753593,3410400
2013-04-23,83.379997,83.989998,83.010002,83.739998,65.126907,3729400
2013-04-24,83.800003,83.940002,83.120003,83.500000,64.940292,4387400
2013-04-25,84.550003,85.879997,84.180000,85.419998,66.433502,4825000
2013-04-26,85.360001,85.980003,85.129997,85.709999,66.659027,3266300
2013-04-29,85.769997,86.459999,85.599998,86.269997,67.094551,3000300
2013-04-30,86.389999,86.389999,85.610001,85.839996,66.760109,4296400
2013-05-01,85.820000,85.900002,84.650002,84.820000,65.966858,3372200
2013-05-02,84.830002,85.449997,84.800003,85.330002,66.363503,3566400
2013-05-03,85.930000,86.480003,85.800003,86.089996,66.954559,3471700
2013-05-06,86.129997,87.550003,86.070000,87.040001,67.693451,3259000
2013-05-07,87.430000,88.949997,87.309998,88.660004,68.953339,4853800
2013-05-08,88.389999,89.959999,87.839996,89.029999,69.241081,6309100
2013-05-09,88.500000,89.000000,88.029999,88.230003,69.100121,4937000
2013-05-10,88.160004,88.830002,88.110001,88.339996,69.186272,2604900
2013-05-13,88.139999,88.379997,87.800003,88.040001,68.951332,1858700
2013-05-14,88.260002,88.720001,88.160004,88.400002,69.233269,3233400
2013-05-15,88.339996,88.690002,88.099998,88.599998,69.389893,3534400
2013-05-16,88.389999,88.650002,87.699997,87.849998,68.802521,3115400
2013-05-17,87.959999,88.739998,87.870003,88.699997,69.468193,3440500
2013-05-20,88.620003,88.849998,88.349998,88.550003,69.350754,2640000
2013-05-21,88.550003,89.419998,88.510002,88.779999,69.530884,2907300
2013-05-22,88.730003,89.540001,87.769997,88.139999,69.029640,4191600
2013-05-23,87.599998,87.809998,87.000000,87.309998,68.379570,5157400
2013-05-24,86.720001,86.900002,86.379997,86.830002,68.003654,3587400
2013-05-28,87.230003,87.500000,86.360001,86.750000,67.941010,4191300
2013-05-29,86.349998,86.610001,86.059998,86.339996,67.619904,3306300
2013-05-30,86.410004,86.769997,86.309998,86.360001,67.635567,2882600
2013-05-31,86.320000,86.779999,85.870003,85.900002,67.275314,4082000
2013-06-03,85.870003,86.419998,85.620003,86.250000,67.549438,4186800
2013-06-04,86.250000,86.839996,85.779999,85.959999,67.322304,3454900
2013-06-05,85.769997,85.910004,84.680000,84.959999,66.539139,4156200
2013-06-06,84.709999,85.050003,84.199997,84.760002,66.382484,3918000
2013-06-07,85.209999,86.500000,85.099998,86.370003,67.643402,4231900
2013-06-10,86.540001,86.570000,85.940002,86.349998,67.627739,2101600
2013-06-11,85.739998,86.250000,85.500000,85.650002,67.079514,2478600
2013-06-12,86.220001,86.419998,85.139999,85.510002,66.969856,2771200
2013-06-13,85.510002,86.480003,85.110001,86.320000,67.604225,2282000
2013-06-14,86.230003,86.809998,85.589996,85.910004,67.283142,2505600
2013-06-17,86.440002,86.800003,85.959999,86.540001,67.776566,3198600
2013-06-18,86.800003,87.820000,86.769997,87.430000,68.473579,2916200
2013-06-19,87.519997,87.660004,86.309998,86.370003,67.643402,3027000
2013-06-20,85.820000,85.839996,84.379997,84.889999,66.484299,4213900
2013-06-21,85.589996,85.860001,84.910004,85.410004,66.891541,4676900
2013-06-24,84.980003,86.290001,84.699997,85.269997,66.781914,3472300
2013-06-25,85.820000,86.040001,85.290001,85.720001,67.134338,2661300
2013-06-26,86.309998,86.919998,86.209999,86.419998,67.682556,2291800
2013-06-27,87.019997,87.300003,86.620003,87.089996,68.207298,3002700
2013-06-28,86.970001,87.459999,86.470001,86.480003,67.729561,3271100
2013-07-01,86.919998,87.650002,86.870003,87.050003,68.175972,2556200
2013-07-02,86.879997,87.480003,86.269997,86.610001,67.831360,2127800
2013-07-03,86.339996,86.480003,85.839996,86.160004,67.478928,1223300
2013-07-05,86.680000,87.720001,86.629997,87.540001,68.559731,1994800
2013-07-08,88.000000,88.779999,87.849998,88.349998,69.194115,2852500
2013-07-09,88.639999,91.040001,88.639999,89.730003,70.274887,5645300
2013-07-10,89.629997,91.029999,89.419998,90.239998,70.674316,3625400
2013-07-11,91.250000,91.779999,91.059998,91.449997,71.621971,3446700
